productos;kilos;valor
SOPAS,POTAJES O CALDOS,PREPARADOS;1032;7122
MAQUINAS COPIADORAS,INCLUIDOS LOS MIMEOGRAFOS;1029;18459
LOS DEMAS AMINOACIDOS: SALES DEL ACIDO ETILENDIAMINOTETRACETICO (EDTA);1028;18779
"LAS DEMAS,VASELINA;PARAFINA,CERA DE PETROLEO MICROCRISTALINA,SLACK WAX,OZOQUERITA,CERA DE LIGNITO,CERA DE TURBA,DEMAS CERAS MINERALES Y PROD.SIMIL.,OBTENIDOS POR SINTESIS U OTRO MODO,INCL.COLOREADOS";1027;7457
APARATOS RECEPTORES DE TELEVISION, INCLUSO CON APARATO RECEPTOR DE RADIODIFUSION O GRABACION O REPRODUCCION DE SONIDO O IMAGEN INCORPORADO, EN COLORES, DE PANTALLA CON TECNOLOGIA PLASMA;1026;22078
LAS DEMAS PARTES DE BASTIDORES DE CHASIS DE VEHICULOS AUTOMOVILES DE LAS PARTIDAS Nos 87.01 A 87.05;1025;35708
LOS DEMAS  PAPEL Y CARTON  ENGOMADOS O ADHESIVOS  EN BOBINAS (ROLLOS), DE ANCHURA SUPERIOR A15 CM O EN HOJAS EN LAS QUE UN LADO SEA  SUPERIOR  A 36 CM Y EL OTRO SEA SUPERIOR A 15 CM, SIN PLEGAR;1021;20963
RESINAS DE CUMARONA-INDENO;1013;11310
LOS DEMAS BANCOS DE ESTIRAR BARRAS,TUBOS,PERFILES,ALAMBRES O SIMILARES;1011;27689
MOTOCICLETAS CON MOTOR DE EMBOLO (PISTON) ALTERNATIVO DE CILINDRADA INFERIOR O IGUAL A 50 CM3;1010;39586
CEMENTOS ALUMINOSOS;1010;4875
LAS DEMAS BOLSAS (SACOS) Y TALEGAS,PARA ENVASAR DE LAS DEMAS MATERIAS TEXTILES;1009;53748
"LOS DEMAS CLORATOS Y PERCLORATOS;BROMATOS Y PERBROMATOS;YODATOS Y PERYODATOS";1005;14735
LAS DEMAS MATERIAS COLORANTES: PIGMENTOS Y PREPARACIONES A BASE DE COMPUESTOS DE CROMO;1004;13545
LAS DEMAS  BARRAS DE ACERO INOXIDABLE  SIMPLEMENTE OBTENIDAS O ACABADAS EN FRIO DE SECCIÓN CIRCULAR DE DIAMETRO INFERIOR O IGUAL A 65 MM;1004;28947
"LOS DEMAS FLUORUROS;FLUOROSILICATOS,FLUOROALUMINATOS Y DEMAS SALES COMPLEJAS DE FLUOR";1003;236810
LAS DEMAS MAQUINAS DE CALCULAR ELECTRONICAS,CON DISPOSITIVO DE IMPRESION INCORPORADO;1001;347483
LAS DEMAS MAQUINAS Y APARATOS PARA HENIFICAR.;1000;77553
MINERAL DE MANGANESO Y SUS CONCENTRADOS,INCLUIDOS LOS MINERALES DE MANGANESO FERRUGINOSOS Y SUS CONCENTRADOS CON UN CONT.DE MANGANESO,SUP.O IGUAL AL 20% EN PESO,SOBRE PRODUCTO SECO;999;13266
LOS DEMAS PAPELES Y CARTONES, SIN FIBRAS OBTENIDAS POR PROCEDIMIENTO MECANICO O QUIMICO-MECANICO O CON UN CONTENIDO TOTAL DE ESTAS FIBRAS, INFERIOR A 40G/M2;994;12802
VESTIDOS DE FIBRAS ARTIFICIALES PARA MUJERES O NIÑAS;993;219432
PARTES DE CONDENSADORES ELECTRICOS FIJOS,VARIABLES O AJUSTABLES;991;46291
ANHIDRIDO MALEICO;991;10291
UTILES DE TORNEAR;990;132663
LOS DEMAS MARFIL,HUESO,CONCHA (CAPARAZON)DE TORTUGA,CUERNO,ASTA,CORAL,NACAR Y DEMAS MATERIAS ANIMALES PARA TALLAR,TRABAJADAS,Y MANUFACTURAS DE ESTAS MATERIAS (INCLUSO LAS OBTENIDAS POR MOLDEO);989;19534
HORNOS DE INDUCCION O PERDIDAS DIELECTRICAS;983;36543
ABRIGOS,CHAQUETONES,CAPAS,ANORAKS,CAZADORAS Y ARTICULOS SIMILARES,DE FIBRAS SINTETICAS O ARTIFICIALES,PARA HOMBRES O NIÑOS,EXCEPTO LOS ARTICULOS DE LA PARTIDA No 61.03;982;115099
PLUMILLAS Y PUNTOS PARA PLUMILLAS;980;13532
PARTES DE HORNOS ELECTRICOS INDUSTRIALES O DE LABORATORIO,INCLUIDOS LOS DE INDUCCION O PERDIDAS DIELECTRICAS;977;44662
LOS DEMAS ARTICULOS ROSCADOS DE COBRE;974;94351
CORREAS DE TRANSMISION SIN FIN, ESTRIADAS, DE SECCION TRAPEZOIDAL, DE CIRCUNFERENCIA EXTERIOR SUPERIOR A 180 CM PERO INFERIOR O IGUAL A 240 CM;973;59778
APARATOS Y ARTICULOS PARA USOS QUIMICOS U DEMAS USOS TECNICOS,DE PORCELANA;971;27533
MAQUINAS AUTOMATICAS PARA VENTA DE BEBIDAS,CON DISPOSITIVO DE CALENTAMIENTO O REFRIGERACION,INCORPORADO;970;112841
"LOS DEMAS AMINO-NAFTOLES Y DEMAS AMINOFENOLES,SUS ETERES Y SUS ESTERES,EXCEPTO LOS QUE CONTENGAN FUNCIONES OXIGENADAS DIFERENTES;SALES DE ESTOS PRODUCTOS";969;59316
APARATOS DE DESTILACION O DE RECTIFICACION;969;116062
YESO FRAGUABLE;968;13330
LAS DEMAS PRENDAS Y COMPLEMENTOS (ACCESORIOS) DE VESTIR, PARA BEBE,  DE LAS DEMAS MATERIAS TEXTILES;959;94493
LOS DEMAS ADITIVOS PARA ACEITES LUBRICANTES;956;17818
PARTES DE ASPIRADORAS;953;61279
LOS DEMAS TEJIDOS DE PUNTO POR URDIMBRE (INCLUIDOS LOS OBTENIDOS EN TELARES DE PSAMANERIA), EXCEPTO LOS DE LAS PARTIDAS 60.01 A 60.04;951;46074
"LAS DEMAS CERRADURAS,CERROJOS;PARA CAJAS DE CAUDALES,DE METAL COMUN";949;110422
VISILLOS Y CORTINAS, GUARDAMALETAS Y RODAPIES DE CAMA,  DE PUNTO DE ALGODON;942;61530
LOS DEMAS APARATOS E INSTRUMENTOS PARA PESAR;942;90262
LOS DEMAS TEJIDOS DE ALGODON CON HILADOS DE DISTINTOS COLORES (85% O MAS DE ALG.) DE GRAMAJE INF.O IGUAL A 200 g/m2;939;125326
LOS DEMAS TEJIDOS DE PUNTO,DE LANA O DE PELO FINO;929;9616
LOS DEMAS MONOFENOLES;924;26920
MESAS Y MAQUINAS DE DIBUJAR,INCLUSO AUTOMATICAS;922;40196
MAQUINA Y APARATOS PARA LA PRODUCCION DE VINO,SIDRA,JUGOS DE FRUTOS O BEBIDAS SIMILARES;917;27784
RODAMIENTOS DE AGUJAS;913;106689
RADIOCASETES DE BOLSILLO,QUE FUNCIONES SIN FUENTE DE ENERGIA EXTERIOR;907;4833
"YUNQUES; FRAGUAS PORTATILES; MUELAS DE MANO O PEDAL, CON BASTIDOR, DE METAL COMUN";900;26034
PARTES Y ACCESORIOS DE TERMOSTATOS;899;481353
LOS DEMAS CAMARAS FOTOGRAFICAS;896;259295
LAS DEMAS MATERIAS COLORANTES: ULTRAMAR Y SUS PREPARACIONES;895;23847
LAS DEMAS GUARNICIONES DE FRICCION SIN MONTAR, PARA FRENOS, EMBRAGUES O CUALQUIER ORGANO DE FROTAMIENTO QUE NO CONTENGAN AMIANTO (ASBESTO);894;75398
TAPONES,TAPAS Y DEMAS DISPOSITIVOS DE CIERRE,DE VIDRIO;893;18454
"GUATA;LOS DEMAS ARTICULOS DE GUATA,DE FIBRAS SINTETICAS ARTIFICIALES";890;24856
LOS DEMAS ELECTROIMANES,INCLUIDAS LAS PARTES: PLATOS,MANDRILES Y DISPOSITIVOS SIMILARES DE SUJECION;889;21734
PARTES DE MONTURAS (ARMAZONES) DE GAFAS (ANTEOJOS) O ARTICULOS SIMILARES;887;50609
FALDAS Y FALDAS PANTALON,DE ALGODON,DE PUNTO,PARA MUJERES O NIÑAS;882;127385
LOS DEMAS MOTORES DE CORRIENTE ALTERNA,MONOFASICOS DE POTENCIA INFERIOR O IGUAL A 375 W,CON REDUCTORES,VARIADORES O MULTIPLICADORES DE VELOCIDAD;879;23047
ASIENTOS DEL TIPO DE LOS UTILIZADOS EN AERONAVES;878;10516
CAMISONES Y PIJAMAS DE FIBRAS SINTETICAS O ARTIFICIALES,PARA MUJERES O NIÑAS;877;153409
MAQUINAS HERRAMIENTA QUE OPEREN POR ULTRASONIDO;876;168957
CAMISONES Y PIJAMAS DE LAS DEMAS MATERIAS TEXTILES,PARA HOMBRES O NIÑOS;872;32604
CADENAS CORTANTES;871;63593
LOS DEMAS CAUCHO MEZCLADO SIN VULCANIZAR: HOJAS,PLACAS O TIRAS;862;16632
LOS DEMAS PRODUCTOS INMNOLOGICOS MEZCLADOS, SIN DOSIFICAR NI ACONDICIONAR PARA LA VENTA AL POR MENOR;856;163265
BANDEJAS, FUENTES, PLATOS, TAZAS, VASOS Y ARTICULOS SIMILARES DE BAMBU:;854;8100
PRODUCTOS LAMINADOS PLANOS DE HIERRO O ACERO SIN ALEAR,SIN ENRROLLAR,SIMPLEMENTE LAMINADOS EN CALIENTE,CON MOTIVOS EN RELIEVE DE ESPESOR SUPERIOR A 10 mm;850;3109
IMPRESORAS DEL TIPO DE LAS UTILIZADAS PARA IMPRESIÓN SOBRE DISCOS COMPACTOS;850;81707
LOS DEMAS ARTICULOS SIN ROSCA,DE COBRE;849;25868
"LAS DEMAS MAQUINAS DE CEPILLAR;MAQUINAS DE FRESAR O MOLDURAR DE CONTROL NUMERICO";848;57647
LOS DEMAS POTENCIOMETROS DE RESISTENCIAS VARIABLES;846;23873
LOS DEMAS UTILES DE PERFORACION O SONDEO:TREPANOS Y CORONAS,INCLUIDAS LAS PARTES;841;254353
LAS DEMAS JUNTAS (EMPAQUETADURAS) Y ARANDELAS DE CORCHO AGLOMERADO (INCLUSO CON AGLUTINANTE);841;9305
LOS DEMAS ANTISUEROS (SUEROS CON ANTICUERPOS);841;39254
LOS DEMAS ABRIGOS,CHAQUETONES,CAPAS,ANORAKS,CAZADORAS Y ARTICULOS SIMILARES,DE ALGODON PARA HOMBRES O NIÑOS,EXCEPTO LOS ARTICULOS DE LA PARTIDA No 62.03;841;140776
CONJUNTOS DE LAS DEMAS MATERIAS TEXTILES PARA MUJERES O NIÑAS,(EXCEPTO DE BAÑO);841;87601
REDECILLAS PARA EL CABELLO;840;18678
TEJIDOS CON HILADOS DE DISTINTOS COLORES DE FIBRAS DISCONTINUAS DE POLIESTER (MENOS DE 85% DE ESTAS FIBRAS)DE LIGAMENTO TAFETAN,MEZCLADAS PRINCIPALMENTE CON ALGODON,DE GRAMAJE INF.O IGUAL A 170 g/m2;837;22313
LAS DEMAS CERAS ARTIFICIALES Y CERAS PREPARADAS DE POLIETILENO;837;16007
MAQUINAS DE RECTIFICAR SUPERFICIES PLANAS , DE CONTROL NUMERICO;834;42150
CHAPAS, HOJAS Y TIRAS, DE ESTAÑO, DE ESPESOR SUPERIOR A 0,2 MM.;834;10786
LOS DEMAS PAPELES,CARTONES,GUATA DE CELULOSA Y NAPA DE FIBRAS DE CELULOSA,BARNIZADOS,CON PESO ESPECIFICO SUP.A 1,INCLUSO GOFRADOS;832;7478
LAS DEMAS MAQUINAS AUTOMATICAS PARA LA VENTA DE PRODUCTOS CON DISPOSITIVO DE CALENTAMIENTO O REFRIGERACION,INCORPORADO;820;4029
LAS DEMAS PARTES DE TURBOREACTORES,TURBOPROPULSORES Y DEMAS TURBINAS DE GAS;819;3015537
"LOS DEMAS TETRACICLINAS Y SUS DERIVADOS;SALES DE ESTOS PRODUCTOS";816;156087
PILAS Y BATERIAS DE PILAS,ELECTRICAS,DE LITIO,CILINDRICAS;813;147790
ABRIGOS,CHAQUETONES,CAPAS,ANORAKS,CAZADORAS Y ARTICULOS SIMILARES,DE ALGODON,DE PUNTO,PARA MUJERES O NIÑAS,EXCEPTO LOS ARTICULOS DE LA PARTIDA No 61.04;813;115666
LAS DEMAS MAQUINAS Y APARATOS TRITURADORAS Y MEZCLADORAS DE ABONOS;810;24187
"LOS DEMAS ARTICULOS DE CESTERIA OBTENIDOS DIRECTAMENTE EN SU FORMA CON MATERIA TRENZABLE O CONFECCIONADOS CON ARTICULOS DE LA PARTIDA 46.01;MANUFACTURAS DE ESPONJA VEGETAL(PASTE O ""LUFA"")";810;36513
LOS DEMAS COPOLIMEROS DE CLORURO DE VINILO;798;15215
PREPARACIONES TENSOACTIVAS A BASE DE NONYL OXIBENCENO SULFONATO DE SODIO;791;5589
MOSQUITEROS CONFECCIONADOS A PARTIR DE TEJIDOS DE PUNTO POR URDIMBRE, IMPREGNADOS O RECUBIERTOS CON ALFA-CIPERMETRINA (ISO), DELTAMETRINA (DCI, ISO), LAMBDA-CIALOTRINA (ISO), PERMETRINA (ISO) O PIRIMI;789;28913
LAS DEMAS PILAS Y BATERIAS DE PILAS,DE OXIDO DE PLATA;789;12515
"LOS DEMAS DE AMIANTO EN FIBRAS TRABAJADO; MEZCLAS A BASE DE AMIANTO O A BASE DE AMIANTO Y CARBONATO DE MAGNESIO; MANUFACTURAS DE ESTAS MEZCLAS O DE AMIANTO";783;16792
BOYAS Y FLOTADORES PARA REDES DE PESCA DE PLASTICO;783;28650
LOS DEMAS RELOJES DE PULSERA,BOLSILLO Y SIMILARES (INCLUIDOS LOS CONTADORES DE TIEMPO DE LOS MISMOS TIPOS)CON CAJA DE METAL PRECIOSO O CHAPADO DE METAL PRECIOSO (PLAQUE),ELECTRICOS;782;58125
LAS DEMAS PRENDAS DE VESTIR,DE ALGODON,DE PUNTO;778;79099
MICROSCOPIOS ESTEREOSCOPICOS;776;244260
LOS DEMAS HILADOS DE FIBRAS DISCONTINUAS DE POLIESTER: MEZCLADOS EXCLUSIVA O PRINCIPALMENTE CON LANA O PELO FINO;773;15313
MAQUINAS Y APARATOS PARA LA FABRICACION DE PASTA DE MATERIAS FIBROSAS CELULOSICAS;772;59268
MONOPIES, BIPODES, TRIPODES Y ARTICULOS SIMILARES DE PLASTICO;769;62170
BRAGAS (BOMBACHAS,CALZONES)(INCLUSO LAS QUE NO LLEGAN A LA CINTURA),DE ALGODON,DE PUNTO,PARA MUJERES O NIÑAS;768;142954
TAPIOCA Y SUS SUCEDANEOS PREPARADOS CON FECULA,EN COPOS,GRUMOS,GRANOS PERLADOS,CERNIDURAS O FORMAS SIMILARES;766;12576
TORNEADURAS, VIRUTAS, ESQUIRLAS, LIMADURAS(DE AMOLADO,ASERRADO,LIMADO) Y RECORTES DE ESTAMPADO O DE CORTE, INCLUSO EN PAQUETES;762;7893
LOS DEMAS PRODUCTOS INTERMEDIOS DE HIERRO O DE ACERO SIN ALEAR,CON UN CONTENIDO DE CARBONO INFERIOR A 0.25% EN PESO;762;4722
LAS DEMAS PARTES Y ACCESORIOS DE MAQUINAS O APARATOS DE LA PARTIDA No 84.47 O DE SUS MAQUINAS O APARATOS AUXILIARES;761;121898
PARTES DE ELECTROIMANES,IMANES PERMANENTES,ARTICULOS DESTINADOS A SER IMANTADOS PERMENENTEMENTE,VARIADORES DE VELOCIDAD Y FRENOS,ELECTROMAGNETICOS,CABEZAS ELEVADORAS ELECTROMAGNETICAS;760;51690
ABRIGOS,CHAQUETONES,CAPAS,ANORAKS,CAZADORAS Y ARTICULOS SIMILARES,DE LAS DEMAS MATERIAS TEXTILES,DE PUNTO,PARA MUJERES O NIÑAS,EXCEPTO LOS ARTICULOS DE LA PARTIDA No 61.04;759;81631
LAS DEMAS TRENSAS Y ARTICULOS SIMILARES DE BAMBU;756;25925
JABON EN OTRAS FORMAS;755;27909
LAS DEMAS MAQUINAS PARA EMPAQUETAR CIGARRILLOS;754;6785
PIZARRA NATURAL TRABAJADA Y MANUFACTURAS DE PIZARRA NATURAL O AGLOMERADA;751;21529
CLASIFICADORAS DE CAFE POR COLOR;751;151503
BRAGAS (BOMBACHAS,CALZONES)(INCLUSO LAS QUE NO LLEGAN A LA CINTURA),DE LAS DEMAS MATERIAS TEXTILES,DE PUNTO,PARA MUJERES O NIÑAS;751;63867
LOS DEMAS BALANZAS,SENSIBLES A UN PESO INFERIOR O IGUAL A 5 cg,INCLUSO CON PESAS;748;59345
PAPRIKA (CAPSICUM ANNUUM, L.) SECA, SIN TRITURAR NI PULVERIZAR;747;26714
CAMISAS DE FIBRAS ACRILICAS O MODACRILICAS,DE PUNTO,PARA HOMBRES O NIÑOS;746;163502
CAMISONES Y PIJAMAS DE LAS DEMAS MATERIAS TEXTILES,DE PUNTO,PARA HOMBRES O NIÑOS;732;104774
"BOLSAS INFLABLES DE SEGURIDAD CON SISTEMA DE INFLADO (AIRBAG); SUS PARTES";729;94480
LOS DEMAS CONTADORES DE LIQUIDO;728;55936
"PALOS DE GOLF (""CLUBS"") COMPLETOS";716;199216
LAS DEMAS, MANUFACTURAS CARTOGRAFICAS DE TODAS CLASES, INCLUIDOS LOS MAPAS MURALES, PLANOS TOPOGRAFICOS, IMPRESOS;716;8209
LAS DEMAS LEVADURAS VIVAS;715;87481
CAMISONES Y PIJAMAS DE FIBRAS SINTETICAS O ARTIFICIALES,DE PUNTO,PARA MUJERES O NIÑAS;715;141966
BETUNES,CREMAS Y PREPARACIONES SIMILARES PARA EL CALZADO O PARA CUERO Y PIELES;705;12666
LAS DEMAS  SALES E HIDROXIDOS DE AMONIO CUATERNARIO, LECITINAS Y DEMAS FOFOAMINOLIPIDOS;704;15924
"PILAS Y BATERIAS ELECTRICAS DE ""BOTON"" DE DIOXIDO DE MANGANESO";700;9185
LATAS O BOTES PARA CERRAR POR SOLDADURA O REBORDEADO DE CAPACIDAD INFERIOR A 50 L,DE FUNDICION,HIERRO O ACERO;700;28958
LOS DEMAS APARATOS Y DISPOSITIVOS: DE TORREFACCION;700;37545
OSCILOSCOPIOS Y OSCILOGRAFOS CATODICOS;699;173293
LOS DEMAS  PAPELES DE PESO SUPERIOR A 150 G/M2 EN BOBINAS (ROLLOS);699;4694
"LOS DEMAS FORMULARIOS EN PAQUETES O PLEGADOS (MANIFOLD"") AUNQUE LLEVEN PAPEL CARBON (CARBONICO)";698;15364
PARTES DE ACUMULADORES ELECTRICOS: SEPARADORES;694;42114
LOS DEMAS MOTORES DE CORRIENTE ALTERNA,POLIFASICOS,CON REDUCTORES,VARIADORES O MULTIPLICADORES DE VELOCIDAD,DE POTENCIA INFERIOR O IGUAL A 750 W;694;28959
ALFOMBRAS DE NUDO DE LAS DEMAS MATERIAS TEXTILES,INCLUSO CONFECCIONADAS;694;13582
FILTROS;693;31839
LAMPARAS DE SOLDAR;693;5079
PARTES DE MAQUINAS AUTOMATICAS PARA LA VENTA DE PRODUCTOS (EJ. SELLOS(ESTAMPILLAS),CIGARRILLOS,ALIMENTOS,BEBIDAS),INCLUIDAS LAS MAQUINAS PARA CAMBIAR MONEDA;691;44246
ALEACIONES A BASE DE COBRE-ESTAÑO (BRONCE);687;41002
PARTES DE VEHICULOS PARA VIAS FERREAS O SIMILARES: GANCHOS Y DEMAS SISTEMAS DE ENGANCHE,TOPES Y SUS PARTES;684;117338
MAQUINAS Y APARATOS PARA ACONDICIONAMIENTO DE AIRE,QUE COMPRENDA UN VENTILADOR CON MOTOR,DEL TIPO DE LOS UTILIZADOS EN VEHICULOS AUTOMOVILES,PARA SUS OCUPANTES;682;156810
ALCOHOLES CICLICOS AROMATICOS: ALCOHOL BENCILICO;680;33544
CHAPAS Y TIRAS,DE ALEACIONES A BASE DE COBRE-CINC (LATON),ENRROLLADAS;678;37253
PARTES DE ACUMULADORES ELECTRICOS: CAJAS Y TAPAS;674;5137
ENVIOS URGENTES(COURRIER);673;91489
PRODUCTOS Y PREPARACIONES ORGANICOS TENSOACTIVOS PARA EL LAVADO DE LA PIEL, LIQUIDOS O EN CREMA, ACONDICIONADOS PARA LA VENTA AL POR MENOR, AUNQUE CONTENGAN JAB?N, EXCEPTO LAS DE LA PARTIDA 34.01;671;20648
PARTES DE MAQUINAS O APARATOS PARA LA FABRICACION DE PASTA DE MATERIAS FIBROSAS CELULOSICAS;669;155084
APARATOS ELECTROCARDIOGRAFOS;669;471093
LOS DEMAS PAPELES ABSORVENTES,DECORADOS O IMPRESOS,SIN IMPREGNAR,DEL TIPO DE LOS UTILIZADOS PARA LA FABRICACION DE LAMINADOS PLASTICOS DECORATIVOS;665;2932
LOS DEMAS PAPEL Y CARTON BLANQUEADOS DE GRAMAJE SUP. A 150 g/m2;662;30234
PARTES DE ENCENDEDORES Y MECHEROS,INCLUSO MECANICOS O ELECTRICOS;660;7559
PAPEL Y CARTON HECHO A MANO (HOJA A HOJA).;659;25916
RETORTAS Y CRISOLES CON UN CONTENIDO DE GRAFITO U OTRO CARBONO O DE UNA MEZCLA DE ESTOS PRODUCTOS,SUPERIOR AL 50% EN PESO;655;11831
MAQUINAS Y APARATOS PARA EL ACABADO DE PAPEL O CARTON;653;16205
DATILES,FRESCOS O SECOS;650;12065
LOS DEMAS PROYECTORES DE IMAGEN FIJA;648;99012
"CALZONCILLOS Y ""SLIPS"" DE ALGODON PARA HOMBRES O NIÑOS";647;23679
LAS DEMAS MAQUINAS Y APARATOS PARA LA  AVICULTURA;646;11625
LOS DEMAS CENTROS DE MECANIZADO, DE CONTROL NUMERICO;645;14775
GLUCONATO DE CALCIO;644;56566
LAS DEMAS PULSERAS PARA RELOJ Y SUS PARTES;642;56120
LOS DEMAS ARTICULOS PARA LA PESCA CON CAÑA;640;47245
LOS DEMAS INSTRUMENTOS Y APARATOS CON DISPOSITIVO REGISTRADOR;638;100864
"MAQUINITAS PARA LIZOS Y MECANISMOS JACQUARD: REDUCTORAS,PERFORADORAS Y COPIADORAS DE CARTONES;MAQUINAS PARA UNIR CARTONES DESPUES DE PERFORADOS";637;39094
DERIVADOS ORGANICOS DE LA HIDRAZINA 0 DE LA HIDROXILAMINA: ETIL-METIL-CETOXIMA (BUTANONA OXIMA);636;8602
"MIRAS TELESCOPICAS PARA ARMAS;PERISCOPIOS;VISORES PARA MAQUINAS,APARATOS O INSTRUMENTOS DE ESTE CAPITULO";631;91171
VESTIDOS DE FIBRAS ARTIFICIALES,DE PUNTO,PARA MUJERES O NIÑAS;624;131351
LOS DEMAS INSTRUMENTOS Y APARATOS DE ODONTOLOGIA: FRESAS,DISCOS,MALETAS Y CEPILLOS;624;90139
"LAS DEMAS SANGRE HUMANA,SANGRE ANIMAL PREPARADA PARA USOS TERAPEUTICOS,PROFILACTICOS O DE DIAGNOSTICO;TOXINAS (EXCEPTO LAS LEVADURAS) Y PROD.SIMILARES";619;324650
LOS DEMAS INSTRUMENTOS Y APARATOS DE FOTOGRAMETRIA;618;29004
LAS DEMAS MAQUINAS DE LIMPIEZA O CLASIFICACIÓN DE HUEVOS, FRUTOS O DEMAS PRODUCTOS AGRICOLA;618;29421
HELICES PARA BARCOS Y SUS PALETAS;618;9925
LOS DEMAS HALOGENUROS Y OXIHALOGENUROS DE LOS ELEMENTOS NO METALICOS;609;56416
LOS DEMAS ARTICULOS DE USO DOMESTICO Y SUS PARTES, PARA FREGAR, LUSTRAR O USOS ANALOGOS, DE COBRE;608;40936
PAPEL O CARTON PARA RECICLAR (DESPERDICIOS Y DESECHOS) DE PAPEL O CARTON KRAFT CRUDOS O DE PAPEL O CARTON CORRUGADOS;607;13286
LOS DEMAS CARBONOS;602;38457
LOS DEMAS  HOROSCOPOS, FOTONOVELAS, TIRAS COMICAS O HISTORIETAS QUE SE PUBLIQUEN CUATRO VECES POR SEMANA COMO M-NIMO;601;7034
HIDROGENO;600;10110
CALZADO CON PUNTERA METALICA DE PROTECCION;599;28938
JENGIBRE TRITURADO O PULVERIZADO;595;57943
MAQUINAS DE AMOLAR,LIJAR O PULIR DE CONTROL NUMERICO;593;8126
PIROMETROS ELECTRICOS O ELECTRONICOS;592;134065
LOS DEMAS APARATOS RECEPTORES DE RADIODIFUSION SIN COMBINAR CON GRABADOR O REPRODUCTOR DE SONIDO PERO COMBINADOS CON RELOJ;592;179621
BAÑADORES DE FIBRAS SINTETICAS,DE PUNTO,PARA MUJERES O NI?AS;589;149109
APARATOS DE RAYOS ULTRAVIOLETAS O INFRARROJOS;589;304590
LAS DEMAS PULSERAS PARA RELOJ DE PLASTICO;588;27937
BROMUROS DE SODIO Y DE POTASIO;588;13152
LAS DEMAS CINTAS,DE ALGODON;587;6068
o-,m- y p-FENILENDIAMINA, DIAMINOTALUENOS, Y SUS DERIVADOS, SALES DE ESTOS PRODUCTOS;586;235831
DIVISORES Y DEMAS DISPOSITIVOS ESPECIALES PARA MONTAR EN MAQUINAS HERRAMIENTA;586;22462
"APARATOS DE TUBO DE DESCARGA PARA PRODUCIR DESTELLOS (""FLASHES ELECTRONICOS"")";586;123392
ALGAS APTAS PARA LA ALIMENTACION HUMANA;582;16206
MAQUINAS DE TALLAR O ACABAR ENGRANAJES;580;13753
GALLETAS SALADAS O AROMATIZADAS;577;4328
LOS DEMAS INSTRUMENTOS Y APARATOS PARA LA MEDIDA O CONTROL DEL CAUDAL,NIVEL,PRESION U OTRAS CARACTERISTICAS VARIABLES DE LIQUIDOS O GASES ELECTRICOS O ELECTRONICOS;576;146242
LOS DEMAS APARATOS Y DISPOSITIVOS,INCLUIDOS LAMPARAS Y TUBOS PARA PRODUCIR DESTELLOS PARA FOTOGRAFIA;575;91496
CAFE TOSTADO DESCAFEINADO;574;14962
PREPARACIONES QUIMICAS PARA USO FOTOGRAFICO: EMULSIONES PARA SENSIBILIZAR SUPERFICIES;562;12259
LOS DEMAS APARATOS PARA TRATAMIENTO TERMICO DE MATERIAS POR INDUCCION O PERDIDAS DIELECTRICAS;562;64052
PARTES Y ACCESORIOS DE MAQUINAS Y APARATOS PARA ENSAYOS DE DUREZA,TRACCION,COMPRESION,ELASTICIDAD U OTRAS PROPIEDADES MECANICAS DE MATERIALES;559;195166
RELOJES DE PULSERA,ELECTRICOS,INCLUSO CON CONTADOR DE TIEMPO INCORPORADO,CON INDICADOR OPTOELECTRONICO SOLAMENTE,EXCEPTO LOS DE LA PARTIDA No 91.01;559;200956
"LAS DEMAS HORTALIZAS (INCLUSO SILVESTRES);SECAS,BIEN CORTADAS EN TROZOS O EN RODAJAS O BIEN TRITURADAS O PULVERIZADAS,PERO SIN OTRA PREPARACION";558;16528
ABRIGOS,IMPERMEABLES,CHAQUETONES,CAPAS Y ARTICULOS SIMILARES DE ALGODON,PARA MUJERES O NIÑAS,EXCEPTO LOS ARTICULOS DE LA PARTIDA 62.04;558;133899
LOS DEMAS TEJIDOS DE PUNTO. DE ALGODON:  ESTAMPADOS;556;10911
CONJUNTOS DE ABRIGO PARA ENTRENAMIENTO O DEPORTE,DE ALGODON,DE PUNTO;555;132660
LOS DEMAS PAPEL PARA ACANALAR;554;7527
LOS DEMAS TEJIDOS CON UN CONTENIDO DE FILAMENTOS O DE TIRAS O FORMAS SIMIL.,ARTIFICIALES,SUP.O IGUAL AL 85% EN PESO,CON HILADOS DE DISTINTOS COLORES;553;12779
LOS DEMAS TEJIDOS DE ALGODON ESTAMPADOS (MENOS DE 85% DE ALG.),MEZCLADOS CON FIBRAS SINTETICAS O ARTIFICIALES,DE GRAMAJE INFERIOR O IGUAL A 200 g/m2;553;12755
MAQUINAS DE PUESTO FIJO PARA TRABAJAR  METAL;552;34905
LOS DEMAS CLAZADOS CON SUELA Y PARTE SUPERIOR DE CAUCHO O PLASTICO CON PUNTERA METALICA DE PROTECCION;548;29767
PERLAS CULTIVADAS EN BRUTO;547;4307
PASTAS Y POLVOS PARA SOLDAR A BASE DE ALEACIONES DE ESTAÑO,DE PLOMO O DE ANTIMONIO;544;4164
ARCILLAS REFRACTARIAS;544;7220
BA?ADORES PARA HOMBRES O NIÑOS;543;49915
HIGROMETROS Y SICROMETROS ELECTRICOS O ELECTRONICOS;542;210243
LOS DEMAS TRACTORES, CON MOTOR DE POTENCIA INFERIOR O IGUAL A 18 KW;539;5559
